SURNAME,TRIBE/ETHNIC GROUP,RA Confidence Level
KIMONDI,kikuyu,1
KIMONDIO,kamba,1
KIMONGE,kikuyu,3
KIMONGO,kikuyu,1
KIMONI,kamba,2
KIMONJO,kikuyu,2
KIMONYE,kikuyu,1
KIMONYO,kikuyu,2
KIMORE,kalenjin,3
KIMORI,kalenjin,3
KIMORIT,kalenjn,3
KIMORO,kikuyu,2
KIMORU,kikuyu,2
KIMOSE,kamba,2
KIMOSON,kalenjin,3
KIMOSOP,kalenjin,2
KIMOSS,luo,3
KIMOTHO,kikuyu,3
KIMOYANI,luhya,1
KIMOYI,luhya,3
KIMOYO,kikuyu,3
KIMTAI,kalenjin,3
KIMUCHU,kikuyu,1
KIMUHU,kikuyu,2
KIMUKUNG,pokot,3
KIMUMUNYI,kamba,2
KIMUNA,meru,2
KIMUNAI,kalenjin,3
KIMUNDI,kikuyu,2
KIMUNDIO,kamba,3
KIMUNDU,kamba,2
KIMUNDUU,kamba,1
KIMUNGE,kisii,2
KIMUNGENYI,kalenjin,3
KIMUNGO,kisii,2
KIMUNGUYI,kamba,2
KIMUNU,kikuyu,3
KIMUNYA,kikuyu,3
KIMUNYAN,kalenjin,3
KIMUNYE,kikuyu,2
KIMUNYI,kikuyu,1
KIMUNYU,kikuyu,1
KIMURATA,meru,2
KIMURSOI,kalenjin,3
KIMURTO,kisii,2
KIMUTAI,kalenjin,2
KIMUTI,kalenjin,2
KIMUTU,kamba,2
KIMUTUA,kalenjin,2
KIMUTWA,kalenjin,2
KIMUTWOL,kalenjin,3
KIMUYIA,kikuyu,1
KIMUYU,kikuyu,3
KIMWAI,kalenjin,3
KIMWAMA,kamba,1
KIMWANA,taita,2
KIMWATTAN,kalenjin,1
KIMWE,embu,1
KIMWELE,kalenjin,3
KIMWELI,kalenjin,1
KIMWELI        A,kalenjin,3
KIMWERE,kikuyu,2
KIMWETICH,kalenjin,2
KIMWILU,kamba,1
KIMWLIL,kalenjin,2
KIMWOK,kalenjin,2
KIMWOLE,kalenjin,3
KIMWOML,kalenjin,2
KIN'GONDU,kikuyu,3
KINADU,kamba,1
KINAGU,kikuyu,1
KINAICHU,kikuyu,1
KINAITORE,meru,3
KINAIYA,meru,2
KINANDA,kamba,2
KINANGAI,luhya,1
KINANGAPUS,teso,3
KINANGOI,maasai,1
KINANGU,luhya,3
KINANU,kikuyu,1
KINANZIRA,mijikenda,2
KINARA,swahili,3
KINAVUZU,luhya,2
KINDOLO,kamba,1
KINEENE,kamba,1
KINEI,kalenjin,3
KINENE,kikuyu,2
KING,exotic,3
KING'ALI,kamba,3
KING'ALU,kamba,2
KING'ANG'A,kikuyu,3
KING'ANGI,kikuyu,3
KING'ARA,kikuyu,1
KING'ARU,kikuyu,3
KING'ATA,kamba,2
KING'ELU,kamba,3
KING'ERU,kikuyu,1
KING'ESI,luhya,3
KING'OI,kamba,3
KING'OLA,kikuyu,1
KING'ONG'O,kikuyu,3
KING'OO,kamba,3
KING'ORI,kikuyu,3
KING'URU,kikuyu,2
KINGADA,kamba,1
KINGAGI,kikuyu,2
KINGAI,maasai,1
KINGARUA,kikuyu,1
KINGATHIA,kamba,3
KINGAU,meru,2
KINGE'SI,luhya,1
KINGERU,kikuyu,2
KINGES,kalenjin,2
KINGILI,kamba,3
KINGOLA,kamba,3
KINGOLI,luhya,2
KINGONGO,embu,2
KINGORA,kikuyu,1
KINGORI,kikuyu,3
KINGORI',kikuyu,3
KINGOTORE,kikuyu,2
KINGU,mijikenda,2
KINGULU,kamba,2
KINGURA,kuria,1
KINGURU,kikuyu,1
KINGUYE        M,kamba,2
KINGUYU,luhya,1
KINGWAA,kamba,1
KINGWATHO,kikuyu,1
KININGU,kikuyu,3
KINITI,meru,1
KINIU,kikuyu,2
KINNE,kamba,3
KINOI,kikuyu,3
KINOII,kikuyu,3
KINONGO,kikuyu,2
KINOO,kikuyu,3
KINORO,kikuyu,2
KINOTE,meru,1
KINTALEL,kalenjin,3
KINUKU,kamba,3
KINUNDU,swahili,3
KINURIU,meru,1
KINUSU,luhya,2
KINUTHIA,kikuyu,3
KINUVA,kamba,3
KINYA,kikuyu,3
KINYAATA,maasai,3
KINYAE,kikuyu,1
KINYAGA,embu,2
KINYAGAH,kikuyu,2
KINYAGIA,kikuyu,2
KINYAGIAH,meru,1
KINYALA,kamba,2
KINYALI,kamba,3
KINYAMASYO,kalenjin,2
KINYAMU,kikuyu,2
KINYANJUI,kikuyu,3
KINYANJUKI,kikuyu,1
KINYANY,kikuyu,3
KINYANYI,kisii,2
KINYANYUI,kikuyu,3
KINYANZUI,kamba,3
KINYAO,kamba,2
KINYARA,kikuyu,2
KINYASA,kisii,2
KINYASI,luhya,1
KINYATI,kikuyu,3
KINYENJE,kikuyu,3
KINYERI,kikuyu,3
KINYERU,kikuyu,1
KINYIHA,luhya,3
KINYILI,kamba,2
KINYIRIA,meru,2
KINYIU,embu,1
KINYOE,kikuyu,2
KINYOGONYU,kikuyu,1
KINYOHO,kikuyu,2
KINYOI,kikuyu,2
KINYOKI,kikuyu,2
KINYOMOO,swahili,2
KINYONTA,kisii,1
KINYORI,kikuyu,3
KINYOT,kalenjn,3
KINYUA         R,meru,2
KINYUAH,kikuyu,3
KINYUGI,kikuyu,2
KINYUGO,mijikenda,2
KINYUNZU,kamba,2
KINYURU,kikuyu,3
KINYURZZ,teso,2
KINYWA,embu,3
KIOGERE,kikuyu,1
KIOI           R,kikuyu,3
KIOKA,kamba,3
KIOKI,kamba,2
KIOMA,kikuyu,3
KIOMBE,kamba,2
KIONDO,kikuyu,3
KIONGE,embu,1
KIONGERA,kikuyu,3
KIONGO,meru,2
KIONGORA,kikuyu,3
KIONI,embu,1
KIONOR,kalenjin,1
KIOO,swahili,3
KIORA,meru,2
KIORO,kikuyu,3
KIORU,kikuyu,1
KIOWA,kamba,1
KIPAIN,kalenjn,1
KIPAINOI,kalenjin,2
KIPAIS,kalenjin,3
KIPAKA,swahili,1
KIPANKEI,maasai,2
KIPARIAN,kalenjin,3
KIPARKI,kalenjin,2
KIPARUS,kalenjin,3
KIPATANUI,kalenjin,3
KIPATON,kalenjin,1
KIPCHEMIS,kalenjin,1
KIPCHERINY,kalenjin,3
KIPCHIRCHIR,kalenjin,3
KIPEEN,kalenjin,2
KIPELIAN,kalenjin,2
KIPEMPEO,kalenjin,1
KIPEN,kalenjin,2
KIPEPETE,taita,1
KIPERENGE,mijikenda,2
KIPESA,luhya,3
KIPIEGO,kalenjin,2
KIPILOSH,kalenjin,3
KIPINAT,kalenjin,3
KIPINDO,mijikenda,3
KIPINGOT,kalenjin,3
KIPIRA,luhya,2
KIPIRICH,kalenjin,1
KIPIRIIR,kalenjin,3
KIPIRIR,kalenjin,3
KIPIROI,kalenjin,3
KIPKAI,kalenjin,3
KIPKALES,kalenjin,3
KIPKASI,kalenjin,3
KIPKATAM,kalenjin,3
KIPKEBUT,kalenjin,3
KIPKECH,kalenjin,3
KIPKEI,kalenjin,3
KIPKELES,kalenjin,3
KIPKEMBOI,kalenjin,3
KIPKEMEI,kalenjin,3
KIPKEMER,kalenjin,3
KIPKEMO,kalenjin,3
KIPKEMOI,kalenjin,3
KIPKERIO,kalenjin,3
KIPKERO,kalenjin,3
KIPKEROR,kalenjin,3
KIPKESIS,kalenjin,2
KIPKETER,kalenjin,3
KIPKETON,kalenjin,3
KIPKEU,kalenjin,2
KIPKINYOR,kalenjin,3
KIPKIRONG,turkana,3
KIPKIROR,kalenjin,3
KIPKIRUI,kalenjin,3
KIPKISUT,kalenjin,3
KIPKITIRI,kalenjin,1
KIPKITOL,kalenjin,2
KIPKOGEI,kalenjin,3
KIPKORE,kalenjin,3
KIPKORIRI,kalenjin,3
KIPKOSEI,kalenjin,3
KIPKOSGEI,kalenjin,3
KIPKOSIOM,kalenjin,3
KIPKOSKE,kalenjin,3
KIPKOSKEI,kalenjin,3
KIPKSRUI,kalenjin,3
KIPKULEI,kalenjin,3
KIPKURERE,kalenjin,3
KIPKURGAT,kalenjin,2
KIPKURO,kalenjin,3
KIPKURUI,kalenjin,3
KIPKUT,kalenjin,3
KIPKUTOL,kalenjin,3
KIPLAG T,kalenjin,3
KIPLAGAT,kalenjin,3
KIPLAGATA,kalenjin,3
KIPLAI,kalenjin,3
KIPLAMPESHUA,kalenjin,2
KIPLANG T,kalenjn,3
KIPLANGAT,kalenjin,3
KIPLANGAT      K,kalenjin,3
KIPLASOI,kalenjin,2
KIPLETING,kalenjin,3
KIPMITE,kalenjin,1
KIPNAIBEI,kalenjin,3
KIPNG'ETICH,kalenjin,3
KIPNGENO,kalenjin,3
KIPNGETUNY,kalenjin,3
KIPNOGI,kalenjn,3
KIPNUNGU,kalenjin,2
KIPNUSU,kalenjin,1
KIPNYANGO,kalenjin,2
KIPNYANYUR,kalenjin,2
KIPNYARKIS,kalenjin,3
KIPONDA,mijikenda,2
KIPRARUS,kalenjin,3
KIPROB,kalenjin,1
KIPRONO,kalenjin,2
KIPRONOH,kalenjin,3
KIPROTICH,kalenjin,3
KIPROTTCH,kalenjin,3
KIPRUBA,kalenjin,1
KIPRUGUT,kalenjin,3
KIPSACHI,kalenjin,3
KIPSAFARI,kalenjin,3
KIPSAINA,kalenjin,2
KIPSAMIY,kalenjin,3
KIPSANAI,kalenjin,3
KIPSANG    SS,kalenjin,2
KIPSARACH,kalenjin,3
KIPSARO,kalenjin,1
KIPSASUR,kalenjin,3
KIPSAT,kalenjin,3
KIPSEBA,kalenjin,1
KIPSENGWER,kalenjin,1
KIPSEREM,kalenjin,2
KIPSERTUK,kalenjin,3
KIPSEWER,kalenjin,3
KIPSOBOI,kalenjn,3
KIPSOGE,kalenjin,3
KIPSOGOM,kalenjin,3
KIPSOI,kalenjin,3
KIPSOMALI,kalenjin,2
KIPSONGO,kalenjin,2
KIPSOTO,kalenjin,3
KIPSPIS,kalenjin,3
KIPSUGUI,kalenjin,3
KIPSUGUT,kalenjin,3
KIPTAI,kalenjin,3
KIPTAIWA,kalenjin,3
KIPTALAAM,kalenjin,3
KIPTANUI,kalenjin,3
KIPTANUI    ',kalenjin,3
KIPTARBEI,kalenjin,3
KIPTARIT,kalenjin,2
KIPTARUS,kalenjin,3
KIPTEEK,kalenjin,2
KIPTEK,kalenjin,3
KIPTENAI,kalenjin,3
KIPTEPKUT,kalenjin,2
KIPTER,kalenjin,3
KIPTEREI,kalenjin,3
KIPTERER,kalenjin,3
KIPTERKECH,kalenjin,3
KIPTES,kalenjin,3
KIPTIGOI,kalenjin,3
KIPTIM,kalenjn,3
KIPTINEK,kalenjin,3
KIPTIONY,kalenjin,3
KIPTONUI,kalenjin,3
KIPTOO,kalenjin,3
KIPTOO  ',kalenjin,3
KIPTOON,kalenjin,2
KIPTOSOK,kalenjin,3
KIPTOTON,kalenjin,3
KIPTUEI,kalenjin,3
KIPTUGEN,kalenjin,3
KIPTUI,kalenjin,1
KIPTUIKENY,kalenjin,3
KIPTUIYA,kalenjn,3
KIPTUM,kalenjn,3
KIPTUNDUR,kalenjin,3
KIPTUNEN,kalenjin,2
KIPTUNGE,kalenjn,3
KIPTURU,kalenjin,1
KIPTURU   X YY,kalenjin,3
KIPUKEL,kalenjin,3
KIPULI,swahili,3
KIPUNZIA,kamba,2
KIPUSUN,massai,1
KIPYAMAT,kalenjin,2
KIPYATOR,kalenjin,3
KIPYEGEN,kalenjin,3
KIPYEGO,kalenjin,3
KIPYEGON,kalenjin,3
KIPYEKOMEN,kalenjin,3
KIPYONGET,kalenjin,3
KIRABU,kikuyu,2
KIRAGU,kikuyu,3
KIRAGURI,kikuyu,3
KIRAITHE,kikuyu,1
KIRAITHI,kikuyu,3
KIRAKA,swahili,2
KIRAKU,kikuyu,2
KIRAKWANG,kalenjin,3
KIRAKWIANG,kalenjin,3
KIRAMBURI,kikuyu,2
KIRANGATA,kikuyu,2
KIRANGI,meru,2
KIRANGO,mijikenda,2
KIRANGOR,kalenjn,3
KIRANYANG,embu,1
KIRAPASH,masai,2
KIRAREI,kalenjin,2
KIRARENG,turkana,2
KIRARIA,kikuyu,3
KIRARITHIA,kikuyu,3
KIRATHE,kikuyu,3
KIRATHI,meru,2
KIRATHUKU,kikuyu,3
KIRATU,kikuyu,1
KIRAUNI,meru,2
KIREA,kikuyu,3
KIREGE,kikuyu,3
KIREGER,kalenjin,1
KIREGERITSU,luhya,3
KIREHU,kikuyu,1
KIREITHE,meru,1
KIREKI,kikuyu,2
KIREMBU,kikuyu,1
KIREMI,meru,2
KIRETHI,kikuyu,2
KIREU,kikuyu,1
KIREYER,kalenjin,3
KIRIA,kikuyu,1
KIRIAB,teso,1
KIRIAGO,kikuyu,3
KIRIAMBURI,meru,1
KIRIAMIRAA,kikuyu,2
KIRIANGA,kikuyu,3
KIRIANJI,kikuyu,3
KIRIBI,meru,2
KIRICHIU ',kikuyu,1
KIRICHO,kalenjin,1
KIRIENYE,kikuyu,1
KIRIERA,kikuyu,3
KIRIERI,embu,2
KIRIGA,kikuyu,3
KIRIGHA,luhya,1
KIRIGI,kikuyu,1
KIRIGITI,kikuyu,3
KIRIGU,kikuyu,2
KIRIGUA,kikuyu,3
KIRIHA,kikuyu,2
KIRIHITA,meru,2
KIRIIKO,kisii,1
KIRIIRA,kikuyu,2
KIRIIRO,kikuyu,2
KIRIKA,kikuyu,2
KIRIKAI,luhya,1
KIRIKIRU,kikuyu,3
KIRIKIRUA,kikuyu,2
KIRIKO,kikuyu,2
KIRIKUA,meru,3
KIRIMA,kikuyu,3
KIRING'U,kikuyu,3
KIRINGI,embu,3
KIRINGO,meru,2
KIRINGU,kikuyu,1
KIRINKOL,kalenjin,1
KIRIO,embu,2
KIRIR,kalenjin,3
KIRIRA,kikuyu,3
KIRIRI,kikuyu,1
KIRIRO,kikuyu,3
KIRIRU,kikuyu,2
KIRISIET,kalenjin,3
KIRISWA,luhya,3
KIRITA,meru,1
KIRITI,kikuyu,2
KIRITU,kikuyu,3
KIRIUKI,kikuyu,3
KIRIUNGI,embu,1
KIRIVWA,kalenjin,3
KIROCHO,kikuyu,1
KIROGO,kikuyu,2
KIROGOI,kalenjin,3
KIROGOR,kalenjin,3
KIROKO,kisii,2
KIROKOR,kalenjin,3
KIRONG,pokot,2
KIRONGOTHI,kikuyu,3
KIRONJI,kamba,1
KIRONYIRONY,kalenjin,2
KIRONYO,kisii,1
KIROO,kalenjin,3
KIROREI,kalenjin,2
KIROREY,kalenjin,3
KIROTICH,kalenjin,3
KIROTIE,meru,3
KIROTWA,kalenjin,2
KIRRINKAI,masai,2
KIRRITANY,kalenjin,2
KIRRUTI,kikuyu,2
KIRTELA,luhya,2
KIRUA,kikuyu,1
KIRUAGIN,kalenjin,3
KIRUBI,kikuyu,3
KIRUCHU,kikuyu,2
KIRUGO,kikuyu,3
KIRUGU,kikuyu,3
KIRUGUMI,kikuyu,3
KIRUGURA,kikuyu,2
KIRUGWA,kikuyu,2
KIRUHI,kikuyu,3
KIRUI,kalenjin,3
KIRUI KKKK,kalenjin,3
KIRUMI,kikuyu,3
KIRUMO,kikuyu,2
KIRUMPAS,meru,3
KIRUNG'O,kikuyu,3
KIRUNGII,meru,3
KIRUNGU,swahili,3
KIRUNGURU,kikuyu,2
KIRUNJI,meru,3
KIRUNYU,kikuyu,2
KIRUTHI,meru,3
KIRUTHU,kikuyu,2
KIRUTIE,kikuyu,1
KIRWA,kalenjin,3
KISAIA,luhya,2
KISAIKA,luhya,3
KISAINA,kalenjin,3
KISAKAI,luhya,3
KISAMBO,taita,2
KISAMBU,luhya,3
KISANGA,swahili,3
KISANGI,kamba,1
KISANYANYA,luhya,2
KISAREI,kalenjin,1
KISARMOI,kalenjin,2
KISARU,kikuyu,1
KISASAT,kalenjin,3
KISASI,swahili,2
KISAU,kamba,1
KISEE,kamba,2
KISEENTU,masai,2
KISEGEN,kalenjin,3
KISEKO   '     R,kamba,2
KISEKU,kamba,3
KISEMBE,luhya,3
KISEME,kamba,1
KISENDO,kamba,1
KISENZI,kamba,1
KISERA,luo,2
KISERIAN,kalenjin,2
KISERO,luo,3
KISESI,kisii,1
KISEU,kamba,3
KISEVE,kamba,2
KISEVU,kamba,3
KISEYE,kamba,1
KISHAM,maasai,2
KISHANDO,luhya,2
KISHAU,luhya,2
KISHIA,luhya,3
KISHORI,kikuyu,1
KISHOYIAN,maasai,1
KISIA,luhya,3
KISIAH,luhya,3
KISIANG'ANI,luhya,3
KISIARA,luo,1
KISIEMBO,luhya,3
KISIENYA,luhya,3
KISIERI,luhya,2
KISIERO,masai,2
KISII,kisii,3
KISIKA,luhya,3
KISIKI,kamba,2
KISILI,kamba,3
KISIMA,swahili,3
KISIMBA,luhya,3
KISIMBI,luhya,1
KISINDAI,luhya,3
KISING'U,luhya,1
KISIOE,kalenjin,1
KISIOYA,luhya,1
KISIOYIANI,maasai,1
KISIRA,luhya,1
KISIU,kamba,2
KISIVO,kamba,1
KISIYON,kalenjin,3
KISODHI,luo,1
KISOI,kalenjin,2
KISOKOR,kalenjin,2
KISOMBE,kamba,3
KISOMBO,kalenjin,1
KISOMO,swahili,1
KISONGOCHI,luhya,2
KISONI,basuba,2
KISONZO,kamba,1
KISORTICH,kalenjin,3
KISOVE,kamba,3
KISOVO,kamba,1
KISOWE,mijikenda,2
KISSIN,kalenjin,3
KISUA,kamba,2
KISUGI,luo,1
KISULA,kamba,2
KISULI,kamba,2
KISULU,kamba,3
KISUMU,luo,3
KISUNDI,mijikenda,3
KISUNDU,luhya,3
KISUNZA,luhya,3
KISUR,kalenjin,2
KISUTU,kamba,2
KISUZA,mijikenda,2
KISWILI,kamba,1
KISYANGA,luhya,2
KISYOKI,kamba,2
KISYONI,kamba,3
KISYULA,kamba,3
KITAANKU,meru,1
KITAGWA,taita,3
KITAKA,kamba,3
KITALI,kamba,3
KITAMA,kamba,2
KITAMBEI,luhya,1
KITAMBI,swahili,3
KITANDO,,
KITANG'A,kamba,3
KITANKEI,kalenjin,2
KITANUI,kalenjin,3
KITAO,mijikenda,2
KITARE,luhya,2
KITARET,kalenjin,3
KITAU,kamba,3
KITEGI,kikuyu,3
KITELA,kamba,3
KITELAPONG,pokot,2
KITEMA,kamba,1
KITENDE,swahili,1
KITENDO,swahili,3
KITENG'E,meru,2
KITENGEI,kalenjin,2
KITENGI,kamba,2
KITETO,kamba,2
KITETU,kamba,3
KITEVU,kamba,2
KITHAE,kamba,2
KITHAGE,kikuyu,2
KITHAKA,kamba,2
KITHAMA,kikuyu,3
KITHAMBURU,meru,2
KITHANDA,kamba,3
KITHANYA,kamba,3
KITHARA,kikuyu,3
KITHEMBWA,kikuyu,3
KITHERA,kamba,2
KITHI,kikuyu,3
KITHIANO,embu,1
KITHIGA,kikuyu,1
KITHIGI,kikuyu,2
KITHIKI,meru,2
KITHIKII,kamba,3
KITHINGA,kikuyu,1
KITHINJI,kikuyu,3
KITHIRA,kikuyu,3
KITHIRU,kikuyu,2
KITHITA,kikuyu,3
KITHITHU,kikuyu,3
KITHOI,kamba,3
KITHONGA,kamba,3
KITHONJO,embu,3
KITHORORA,meru,3
KITHU,kamba,1
KITHUA,kikuyu,3
KITHUKA,kamba,3
KITHUKU,kikuyu,2
KITHUMA,luhya,2
KITHUMBA,kikuyu,1
KITHUMBI,meru,1
KITHUMU,kamba,2
KITHUNGA,kikuyu,1
KITHUNGU,embu,2
KITHUNU,meru,2
KITHURI,meru,2
KITHUURE,meru,2
KITHUVA,kamba,3
KITHYAKA,kamba,3
KITIAPI,turkana,1
KITIAVI,kamba,1
KITICH,kalenjin,1
KITIKA,kamba,2
KITIKU,,
KITILI,kamba,3
KITILIT,kalenjin,3
KITIMU,embu,2
KITINDIO,swahili,1
KITING'A,kamba,3
KITINGI,kamba,1
KITINGILE,kamba,1
KITIPO,kalenjin,3
KITIRI,meru,2
KITISHA,teso,2
KITISYA,kamba,3
KITITO,kamba,3
KITIVUI,kamba,1
KITOGON,kalenjin,3
KITOI,kamba,3
KITOILA,pokot,3
KITOLE,kalenjin,1
KITOLI,kamba,1
KITOLO,kamba,1
KITOMBO,luhya,3
KITONE,kamba,2
KITONG A,meru,3
KITONGU,meru,3
KITONO,kamba,2
KITOTHYA,embu,1
KITOTO,swahili,2
KITOWEO,swahili,3
KITSAGANYO,luhya,2
KITSAUMBI,mijikenda,3
KITSAVA,kamba,3
KITSILO,mijikenda,2
KITSONGO,luhya,3
KITTONY,kalenjin,3
KITUBU,meru,2
KITUIKU,kamba,2
KITUKU D,kamba,3
KITUKUTHA,kikuyu,1
KITULA,kamba,3
KITULO,kamba,2
KITULUKO,kamba,3
KITUMBO,swahili,3
KITUMWA,swahili,3
KITUNDA,kamba,3
KITUNDU,kamba,3
KITUNE,kamba,3
KITUNG'A,kamba,3
KITUNG'U,kamba,3
KITUNGULU,kamba,1
KITUNGUU,kamba,2
KITUO,swahili,3
KITUR,kalenjin,3
KITUSIA,kamba,2
KITUSYA,kamba,3
KITUTU,kisii,3
KITUTUI,kamba,2
KITUU,kamba,3
KITUVA,kamba,3
KITUYI,luhya,3
KIUA,kamba,2
KIUGA,kikuyu,2
KIUGI,kikuyu,2
KIULIO,kamba,1
KIUMA,kamba,2
KIUMBE,swahili,2
KIUMBI,kamba,2
KIUMI,kamba,3
KIUMU,kamba,3
KIUNDU,kamba,2
KIUNGUYU,kikuyu,1
KIUNJURI,,
KIUNYU,kamba,2
KIURA,kikuyu,3
KIURA         ',kikuyu,3
KIURIA,kikuyu,3
KIURO,kikuyu,2
KIUTA,kikuyu,3
KIUTHUA,kamba,2
KIVAIO,kamba,3
KIVAIRU,luhya,3
KIVALA,kamba,2
KIVALESI,luhya,1
KIVALO,kamba,3
KIVAMBO,kamba,3
KIVANYA,luhya,2
KIVASI,luhya,3
KIVATSE,luhya,2
KIVATSI,luhya,3
KIVAYIRO,luhya,1
KIVAYIRU,luhya,3
KIVENZI,kamba,2
KIVETI,kamba,3
KIVETU,kamba,3
KIVEVA,kamba,3
KIVEVENZE,luhya,3
KIVEYO,luhya,3
KIVIHI,kamba,1
KIVIHYA,luhya,3
KIVIKIVI,kamba,2
KIVILA,kamba,2
KIVILO,kamba,3
KIVILU,kamba,2
KIVIND O,kamba,3
KIVINDU,kamba,3
KIVISI,luhya,2
KIVISIA,kamba,2
KIVISU,kamba,3
KIVIUKU,,
KIVIVU,kamba,3
KIVO,kamba,1
KIVOI,kamba,2
KIVOKO,embu,1
KIVOMBO,kamba,2
KIVONDOLU,kamba,3
KIVOO,kamba,3
KIVOTO,kamba,3
KIVUA,kamba,3
KIVUITU,kamba,3
KIVUKUI,kamba,2
KIVULYA,kamba,1
KIVUNDU,kamba,3
KIVUNGA,kamba,3
KIVUNGI,kamba,3
KIVUNGO,kamba,1
KIVURIA,luhya,2
KIVURYA,kamba,2
KIVUSYU,kamba,3
KIVUTHI,kamba,2
KIVUTHU,kamba,3
KIVUTSE,mijikenda,1
KIVUTU,kamba,2
KIVUVA,kamba,3
KIVUVAA,kamba,3
KIVUVANI,kamba,1
KIVWAA,kamba,3
KIVWANGU,kamba,2
KIVYA,kamba,3
KIWADO,kamba,1
KIWANTHI,kamba,3
KIWANZA,taita,3
KIWARA,mijikenda,3
KIWEU,kamba,3
KIWUWA,kamba,3
KIYA,luhya,1
KIYAA,kamba,2
KIYAPI,maasai,3
KIYEGI,kamba,2
KIYINGU,kamba,1
KIYO,kamba,1
KIYONDI,kamba,2
KIZALU,kamba,2
KIZELA,kamba,2
KIZILI,kamba,2
KIZONDO,mijikenda,1
KIZUGU,mijikenda,2
KIZUKA,mijikenda,2
KIZUMBAH,kamba,3
KOBE,swahili,3
KOBEI,luhya,3
KOBET,kalenjin,3
KOBIA N,kikuyu,3
KOBIERO,luo,3
KOBIRO,luhya,2
KOBOIYWO,kalenjin,3
KOCHA,swahili,2
KOCHIL,teso,3
KOCHIR,teso,3
KOCHULEM,kalenjin,2
KODERO,luo,2
KODET,kalenjin,1
KODEYSA,luo,3
KODHEK,luo,3
KODIRA,luo,2
KODO,luo,3
KODOKI,luhya,2
KODONGURIA,teso,1
KODOPUS,teso,2
KODZA,mijikenda,3
KOEI,kalenjin,1
KOEL,kalenjin,2
KOFIA,swahili,3
KOGA,luo,3
KOGEI,kalenjin,1
KOGES,kalenjn,3
KOGEY,kalenjin,1
KOGO,kalenjin,3
KOGOTHO,kikuyu,3
KOIGI,kikuyu,3
KOIKAT,kalenjin,3
KOILEL,kalenjin,3
KOILONGET,kalenjin,2
KOIMUILONG,pokot,2
KOINEI,kalenjin,3
KOINI,kikuyu,3
KOIRIEN,kalenjin,3
KOISHURO,masai,2
KOISIGIR,kalenjin,3
KOISIKIR,kalenjin,2
KOISIKIRR,kalenjin,2
KOITA,kalenjin,3
KOITAAT,kalenjin,2
KOITANKEI,masai,2
KOITEI,kalenjin,1
KOITEYIET,kalenjin,3
KOITUWOT,kalenjin,1
KOIYAKI,kikuyu,3
KOKENYA,luo,1
KOKETCH,,
KOKIDI,mijikenda,1
KOKO,luo,2
KOKOII,luhya,1
KOKOKITOI,luhya,1
KOKOTA,swahili,2
KOKOTO,luhya,2
KOLANZI,kamba,1
KOLE,kalenjin,2
KOLIKHO,luhya,3
KOLIL,kalenjin,1
KOLLA,luhya,2
KOLLIAN,kalenjin,1
KOLO,taita,1
KOLOKO I,kalenjin,2
KOLOLI,kamba,2
KOLOMBETE,luo,1
KOLUAA,luo,3
KOMBA,swahili,3
KOMBANIA,kikuyu,3
KOMBDZA,mijikenda,3
KOMBICH,luo,3
KOMBO,luhya,1
KOMBOI,kamba,2
KOMBORA,swahili,2
KOMBORO,mijikenda,3
KOMEN,kalenjin,3
KOMOLI,luhya,3
KOMOLIKORI,turkana,1
KOMOLIMUK,masai,1
KOMOLINGIRO,pokot,1
KOMON,kalenjin,3
KOMONGIRO,kalenjin,3
KOMUILONG,kalenjin,2
KOMUU,kikuyu,3
KONA,swahili,3
KONCHELAH,maasai,3
KONCHELLA,kalenjin,3
KONDA,luhya,3
KONDITI,kamba,2
KONDOO,swahili,3
KONEE,kalenjin,3
KONES,kalenjin,3
KONG'AN,kalenjin,1
KONG'ANI,luhya,3
KONG'O,kikuyu,3
KONGELAI,kalenjin,3
KONGERE,kisii,3
KONGO,kikuyu,3
KONGOINI,kikuyu,2
KONOKWA,kamba,1
KONZANI,kamba,3
KONZO,kamba,1
KOOI,kikuyu,1
KOOKO,kisii,1
KOOL,basuba,1
KOOLI,luhya,2
KOOME,meru,3
KOORI,meru,2
KOPAR,luo,3
KOPEYON,kalenjin,3
KOPIRI,teso,2
KOPIRPIR,kalenjin,2
KOPOCH,turkana,1
KORANE,somali,1
KORE,kalenjin,3
KOREMO,luo,3
KORGOREN,kalenjin,3
KORIMUNY,kalenjin,3
KORING,turkana,3
KORING'URA,meru,2
KORINYANG,pokot,3
KORIR,kalenjin,2
KORIYOW,kalenjin,2
KORKAN,kalenjin,1
KORMESES,kalenjn,3
KORNAKAPEL,teso,2
KORNYANY,kalenjin,3
KOROBA,kisii,2
KOROINE,kalenjin,2
KOROMICHA,kalenjin,1
KORON,kalenjin,3
KORONGORO,luhya,2
KOROR,kalenjin,3
KOROS,kalenjin,3
KOROSHO,swahili,3
KOROSS,kalenjin,3
KOROSS       Z S,kalenjin,3
KOROSSO,kalenjin,1
KORRAET,teso,2
KORRENG,turkana,2
KORTOM,kalenjin,3
KORU,kikuyu,2
KORUGARI,,
KORWANYANG,kalenjin,3
KORWATUM,kalenjin,3
KOSA,swahili,2
KOSAR,masai,1
KOSASIA,mijikenda,2
KOSEN,kalenjin,1
KOSGEI,kalenjin,3
KOSILEI,kalenjin,3
KOSIOR,kalenjin,3
KOSITANY,maasai,1
KOSKE,kalenjin,3
KOSKED,kalenjin,2
KOSKEI,kalenjin,3
